Номер счёта;Расчётный период;Вид услуги;Начислено;Оплачено;Задолженность;Основание начисления
2100648259;2026-07;ХВ;387,13;387,13;0,00;по счётчику
2100648259;2026-07;ХВО;185,82;185,82;0,00;по счётчику
2100648259;2026-08;ХВ;478,94;478,94;0,00;по счётчику
2100648259;2026-08;ХВО;229,89;229,89;0,00;по счётчику
2100657475;2026-06;ХВ;404,43;404,43;0,00;по счётчику
2100657475;2026-06;ХВО;194,13;194,13;0,00;по счётчику
2100657475;2026-06;Полив;230,13;230,13;0,00;по нормативу
2100657475;2026-07;ХВ;382,60;382,60;0,00;по счётчику
2100657475;2026-07;ХВО;183,65;183,65;0,00;по счётчику
2100657475;2026-07;Полив;191,12;191,12;0,00;по нормативу
2100657475;2026-08;ХВ;180,92;180,92;0,00;по счётчику
2100657475;2026-08;ХВО;86,84;86,84;0,00;по счётчику
2100657475;2026-08;Полив;231,87;231,87;0,00;по нормативу
2100659360;2026-06;ХВ;241,86;241,86;0,00;по счётчику
2100659360;2026-06;ХВО;116,09;116,09;0,00;по счётчику
2100659360;2026-06;Полив;177,27;177,27;0,00;по нормативу
2100659360;2026-07;ХВ;330,76;330,76;0,00;по счётчику
2100659360;2026-07;ХВО;158,76;158,76;0,00;по счётчику
2100659360;2026-07;Полив;173,83;173,83;0,00;по нормативу
2100659360;2026-08;ХВ;521,85;521,85;0,00;по счётчику
2100659360;2026-08;ХВО;250,49;250,49;0,00;по счётчику
2100659360;2026-08;Полив;118,13;118,13;0,00;по нормативу
2100660471;2026-06;ХВ;391,95;391,95;0,00;по счётчику
2100660471;2026-06;ХВО;188,14;188,14;0,00;по счётчику
2100660471;2026-07;ХВ;452,20;452,20;0,00;по счётчику
2100660471;2026-07;ХВО;217,06;217,06;0,00;по счётчику
2100660471;2026-08;ХВ;185,03;185,03;0,00;по счётчику
2100660471;2026-08;ХВО;88,81;88,81;0,00;по счётчику
2100667576;2026-06;ХВ;287,13;287,13;0,00;по счётчику
2100667576;2026-06;ХВО;137,82;137,82;0,00;по счётчику
2100667576;2026-06;Полив;212,98;212,98;0,00;по нормативу
2100667576;2026-07;ХВ;250,81;250,81;0,00;по счётчику
2100667576;2026-07;ХВО;120,39;120,39;0,00;по счётчику
2100667576;2026-07;Полив;156,82;156,82;0,00;по нормативу
2100667576;2026-08;ХВ;592,72;592,72;0,00;по счётчику
2100667576;2026-08;ХВО;284,51;284,51;0,00;по счётчику
2100667576;2026-08;Полив;187,62;187,62;0,00;по нормативу
2100671582;2026-06;ХВ;475,47;211,32;264,15;по счётчику
2100671582;2026-06;ХВО;228,23;101,43;126,80;по счётчику
2100671582;2026-07;ХВ;297,26;0,00;297,26;по счётчику
2100671582;2026-07;ХВО;142,68;0,00;142,68;по счётчику
2100671582;2026-08;ХВ;283,18;0,00;283,18;по счётчику
2100671582;2026-08;ХВО;135,93;0,00;135,93;по счётчику
2100677677;2026-06;ХВ;271,64;271,64;0,00;по счётчику
2100677677;2026-06;ХВО;130,39;130,39;0,00;по счётчику
2100677677;2026-07;ХВ;487,56;487,56;0,00;по счётчику
2100677677;2026-07;ХВО;234,03;234,03;0,00;по счётчику
2100677677;2026-08;ХВ;628,27;628,27;0,00;по счётчику
2100677677;2026-08;ХВО;301,57;301,57;0,00;по счётчику
2100682693;2026-06;ХВ;565,92;192,03;373,89;по счётчику
2100682693;2026-06;ХВО;271,64;92,17;179,47;по счётчику
2100682693;2026-07;ХВ;536,10;0,00;536,10;по счётчику
2100682693;2026-07;ХВО;257,33;0,00;257,33;по счётчику
2100682693;2026-08;ХВ;199,52;0,00;199,52;по счётчику
2100682693;2026-08;ХВО;95,77;0,00;95,77;по счётчику
2100687778;2026-06;ХВ;460,49;460,49;0,00;по счётчику
2100687778;2026-06;ХВО;221,04;221,04;0,00;по счётчику
2100687778;2026-06;Полив;167,41;167,41;0,00;по нормативу
2100687778;2026-07;ХВ;445,63;124,29;321,34;по счётчику
2100687778;2026-07;ХВО;213,90;59,66;154,24;по счётчику
2100687778;2026-07;Полив;97,53;27,20;70,33;по нормативу
2100687778;2026-08;ХВ;645,59;0,00;645,59;по счётчику
2100687778;2026-08;ХВО;309,88;0,00;309,88;по счётчику
2100687778;2026-08;Полив;140,70;0,00;140,70;по нормативу
2100693704;2026-06;ХВ;271,53;271,53;0,00;по нормативу
2100693704;2026-06;ХВО;130,33;130,33;0,00;по нормативу
2100693704;2026-07;ХВ;559,80;559,80;0,00;по нормативу
2100693704;2026-07;ХВО;268,70;268,70;0,00;по нормативу
2100693704;2026-08;ХВ;467,13;467,13;0,00;по нормативу
2100693704;2026-08;ХВО;224,22;224,22;0,00;по нормативу
2100697879;2026-06;ХВ;401,70;401,70;0,00;перерасчёт
2100697879;2026-06;ХВО;192,82;192,82;0,00;перерасчёт
2100697879;2026-07;ХВ;281,96;281,96;0,00;по счётчику
2100697879;2026-07;ХВО;135,34;135,34;0,00;по счётчику
2100697879;2026-08;ХВ;631,63;631,63;0,00;перерасчёт
2100697879;2026-08;ХВО;303,18;303,18;0,00;перерасчёт
2100704815;2026-06;ХВ;196,41;196,41;0,00;по счётчику
2100704815;2026-06;ХВО;94,28;94,28;0,00;по счётчику
2100704815;2026-07;ХВ;262,03;262,03;0,00;по счётчику
2100704815;2026-07;ХВО;125,77;125,77;0,00;по счётчику
2100704815;2026-08;ХВ;431,73;431,73;0,00;по счётчику
2100704815;2026-08;ХВО;207,23;207,23;0,00;по счётчику
2100707718;2026-06;ХВ;581,52;581,52;0,00;по счётчику
2100707718;2026-06;ХВО;279,13;279,13;0,00;по счётчику
2100707718;2026-07;ХВ;221,91;188,73;33,18;по счётчику
2100707718;2026-07;ХВО;106,52;90,60;15,92;по счётчику
2100707718;2026-08;ХВ;191,00;0,00;191,00;по счётчику
2100707718;2026-08;ХВО;91,68;0,00;91,68;по счётчику
2100707980;2026-06;ХВ;290,67;290,67;0,00;по счётчику
2100707980;2026-06;ХВО;139,52;139,52;0,00;по счётчику
2100707980;2026-06;Полив;170,17;170,17;0,00;по нормативу
2100707980;2026-07;ХВ;578,75;578,75;0,00;по счётчику
2100707980;2026-07;ХВО;277,80;277,80;0,00;по счётчику
2100707980;2026-07;Полив;143,93;143,93;0,00;по нормативу
2100707980;2026-08;ХВ;265,73;265,73;0,00;по счётчику
2100707980;2026-08;ХВО;127,55;127,55;0,00;по счётчику
2100707980;2026-08;Полив;181,16;181,16;0,00;по нормативу
2100715926;2026-06;ХВ;531,18;531,18;0,00;по счётчику
2100715926;2026-06;ХВО;254,97;254,97;0,00;по счётчику
2100715926;2026-07;ХВ;523,47;523,47;0,00;по счётчику
2100715926;2026-07;ХВО;251,27;251,27;0,00;по счётчику
2100715926;2026-08;ХВ;445,91;445,91;0,00;по счётчику
2100715926;2026-08;ХВО;214,04;214,04;0,00;по счётчику
2100718081;2026-06;ХВ;447,71;447,71;0,00;по нормативу
2100718081;2026-06;ХВО;214,90;214,90;0,00;по нормативу
2100718081;2026-07;ХВ;303,27;303,27;0,00;по нормативу
2100718081;2026-07;ХВО;145,57;145,57;0,00;по нормативу
2100718081;2026-08;ХВ;594,99;594,99;0,00;перерасчёт
2100718081;2026-08;ХВО;285,60;285,60;0,00;перерасчёт
2100726037;2026-06;ХВ;183,25;183,25;0,00;перерасчёт
2100726037;2026-06;ХВО;87,96;87,96;0,00;перерасчёт
2100726037;2026-07;ХВ;540,98;540,98;0,00;по счётчику
2100726037;2026-07;ХВО;259,67;259,67;0,00;по счётчику
2100726037;2026-08;ХВ;247,17;247,17;0,00;по счётчику
2100726037;2026-08;ХВО;118,64;118,64;0,00;по счётчику
2100728182;2026-06;ХВ;289,39;289,39;0,00;по счётчику
2100728182;2026-06;ХВО;138,91;138,91;0,00;по счётчику
2100728182;2026-07;ХВ;557,00;557,00;0,00;по счётчику
2100728182;2026-07;ХВО;267,36;267,36;0,00;по счётчику
2100728182;2026-08;ХВ;366,64;366,64;0,00;по счётчику
2100728182;2026-08;ХВО;175,99;175,99;0,00;по счётчику
2100737148;2026-06;ХВ;183,91;183,91;0,00;по счётчику
2100737148;2026-06;ХВО;88,28;88,28;0,00;по счётчику
2100737148;2026-07;ХВ;271,47;271,47;0,00;перерасчёт
2100737148;2026-07;ХВО;130,31;130,31;0,00;перерасчёт
2100737148;2026-08;ХВ;536,72;536,72;0,00;по счётчику
2100737148;2026-08;ХВО;257,63;257,63;0,00;по счётчику
2100738283;2026-06;ХВ;492,11;492,11;0,00;по счётчику
2100738283;2026-06;ХВО;236,21;236,21;0,00;по счётчику
2100738283;2026-07;ХВ;216,99;216,99;0,00;по счётчику
2100738283;2026-07;ХВО;104,16;104,16;0,00;по счётчику
2100738283;2026-08;ХВ;349,93;6,69;343,24;по счётчику
2100738283;2026-08;ХВО;167,97;3,21;164,76;по счётчику
2100748259;2026-06;ХВ;181,12;181,12;0,00;по счётчику
2100748259;2026-06;ХВО;86,94;86,94;0,00;по счётчику
2100748259;2026-07;ХВ;465,15;465,15;0,00;по счётчику
2100748259;2026-07;ХВО;223,27;223,27;0,00;по счётчику
2100748259;2026-08;ХВ;546,19;546,19;0,00;по счётчику
2100748259;2026-08;ХВО;262,17;262,17;0,00;по счётчику
2100748384;2026-06;ХВ;452,22;452,22;0,00;по нормативу
2100748384;2026-06;ХВО;217,07;217,07;0,00;по нормативу
2100748384;2026-06;ГВ;687,78;687,78;0,00;по нормативу
2100748384;2026-06;ГВО;330,13;330,13;0,00;по нормативу
2100748384;2026-07;ХВ;581,82;581,82;0,00;по нормативу
2100748384;2026-07;ХВО;279,27;279,27;0,00;по нормативу
2100748384;2026-07;ГВ;785,56;785,56;0,00;по нормативу
2100748384;2026-07;ГВО;377,07;377,07;0,00;по нормативу
2100748384;2026-08;ХВ;594,98;594,98;0,00;по нормативу
2100748384;2026-08;ХВО;285,59;285,59;0,00;по нормативу
2100748384;2026-08;ГВ;804,04;804,04;0,00;по нормативу
2100748384;2026-08;ГВО;385,94;385,94;0,00;по нормативу
2100758485;2026-06;ХВ;342,54;342,54;0,00;по счётчику
2100758485;2026-06;ХВО;164,42;164,42;0,00;по счётчику
2100758485;2026-06;Полив;240,84;240,84;0,00;по нормативу
2100758485;2026-07;ХВ;327,70;327,70;0,00;по счётчику
2100758485;2026-07;ХВО;157,30;157,30;0,00;по счётчику
2100758485;2026-07;Полив;141,74;141,74;0,00;по нормативу
2100758485;2026-08;ХВ;304,76;304,76;0,00;по счётчику
2100758485;2026-08;ХВО;146,28;146,28;0,00;по счётчику
2100758485;2026-08;Полив;239,40;239,40;0,00;по нормативу
2100759360;2026-06;ХВ;342,78;342,78;0,00;по счётчику
2100759360;2026-06;ХВО;164,53;164,53;0,00;по счётчику
2100759360;2026-07;ХВ;457,17;457,17;0,00;по счётчику
2100759360;2026-07;ХВО;219,44;219,44;0,00;по счётчику
2100759360;2026-08;ХВ;181,56;181,56;0,00;по счётчику
2100759360;2026-08;ХВО;87,15;87,15;0,00;по счётчику
2100760471;2026-06;ХВ;457,27;457,27;0,00;по счётчику
2100760471;2026-06;ХВО;219,49;219,49;0,00;по счётчику
2100760471;2026-07;ХВ;465,92;465,92;0,00;по счётчику
2100760471;2026-07;ХВО;223,64;223,64;0,00;по счётчику
2100760471;2026-08;ХВ;649,58;649,58;0,00;по счётчику
2100760471;2026-08;ХВО;311,80;311,80;0,00;по счётчику
2100768586;2026-06;ХВ;519,80;234,01;285,79;по счётчику
2100768586;2026-06;ХВО;249,50;112,33;137,17;по счётчику
2100768586;2026-07;ХВ;512,65;0,00;512,65;по счётчику
2100768586;2026-07;ХВО;246,07;0,00;246,07;по счётчику
2100768586;2026-08;ХВ;647,85;0,00;647,85;по счётчику
2100768586;2026-08;ХВО;310,97;0,00;310,97;по счётчику
2100771582;2026-06;ХВ;448,16;448,16;0,00;по счётчику
2100771582;2026-06;ХВО;215,12;215,12;0,00;по счётчику
2100771582;2026-07;ХВ;316,75;316,75;0,00;по счётчику
2100771582;2026-07;ХВО;152,04;152,04;0,00;по счётчику
2100771582;2026-08;ХВ;265,47;265,47;0,00;по счётчику
2100771582;2026-08;ХВО;127,43;127,43;0,00;по счётчику
2100778687;2026-06;ХВ;340,12;340,12;0,00;по счётчику
2100778687;2026-06;ХВО;163,26;163,26;0,00;по счётчику
2100778687;2026-07;ХВ;415,18;415,18;0,00;по счётчику
2100778687;2026-07;ХВО;199,29;199,29;0,00;по счётчику
2100778687;2026-08;ХВ;583,72;583,72;0,00;по счётчику
2100778687;2026-08;ХВО;280,19;280,19;0,00;по счётчику
2100782693;2026-06;ХВ;545,11;545,11;0,00;по счётчику
2100782693;2026-06;ХВО;261,65;261,65;0,00;по счётчику
2100782693;2026-07;ХВ;647,24;647,24;0,00;по счётчику
2100782693;2026-07;ХВО;310,68;310,68;0,00;по счётчику
2100782693;2026-08;ХВ;396,15;396,15;0,00;по счётчику
2100782693;2026-08;ХВО;190,15;190,15;0,00;по счётчику
2100788788;2026-06;ХВ;461,08;461,08;0,00;по счётчику
2100788788;2026-06;ХВО;221,32;221,32;0,00;по счётчику
2100788788;2026-06;Полив;178,53;178,53;0,00;по нормативу
2100788788;2026-07;ХВ;190,43;190,43;0,00;по счётчику
2100788788;2026-07;ХВО;91,41;91,41;0,00;по счётчику
2100788788;2026-07;Полив;129,44;129,44;0,00;по нормативу
2100788788;2026-08;ХВ;513,29;513,29;0,00;по счётчику
2100788788;2026-08;ХВО;246,38;246,38;0,00;по счётчику
2100788788;2026-08;Полив;152,74;152,74;0,00;по нормативу
2100798889;2026-06;ХВ;574,48;574,48;0,00;перерасчёт
2100798889;2026-06;ХВО;275,75;275,75;0,00;перерасчёт
2100798889;2026-07;ХВ;469,28;469,28;0,00;по счётчику
2100798889;2026-07;ХВО;225,25;225,25;0,00;по счётчику
2100798889;2026-08;ХВ;268,42;268,42;0,00;по счётчику
2100798889;2026-08;ХВО;128,84;128,84;0,00;по счётчику
2100808819;2026-06;ХВ;367,78;367,78;0,00;по счётчику
2100808819;2026-06;ХВО;176,53;176,53;0,00;по счётчику
2100808819;2026-06;Полив;194,57;194,57;0,00;по нормативу
2100808819;2026-07;ХВ;436,24;436,24;0,00;перерасчёт
2100808819;2026-07;ХВО;209,40;209,40;0,00;перерасчёт
2100808819;2026-07;Полив;159,89;159,89;0,00;по нормативу
2100808819;2026-08;ХВ;190,30;190,30;0,00;по счётчику
2100808819;2026-08;ХВО;91,34;91,34;0,00;по счётчику
2100808819;2026-08;Полив;242,60;242,60;0,00;по нормативу
2100808990;2026-06;ХВ;649,63;649,63;0,00;по счётчику
2100808990;2026-06;ХВО;311,82;311,82;0,00;по счётчику
2100808990;2026-07;ХВ;468,77;175,24;293,53;по счётчику
2100808990;2026-07;ХВО;225,01;84,11;140,90;по счётчику
2100808990;2026-08;ХВ;359,98;0,00;359,98;по счётчику
2100808990;2026-08;ХВО;172,79;0,00;172,79;по счётчику
2100815926;2026-06;ХВ;349,74;349,74;0,00;по счётчику
2100815926;2026-06;ХВО;167,88;167,88;0,00;по счётчику
2100815926;2026-07;ХВ;328,65;328,65;0,00;по счётчику
2100815926;2026-07;ХВО;157,75;157,75;0,00;по счётчику
2100815926;2026-08;ХВ;457,02;457,02;0,00;перерасчёт
2100815926;2026-08;ХВО;219,37;219,37;0,00;перерасчёт
2100819091;2026-06;ХВ;590,63;590,63;0,00;по нормативу
2100819091;2026-06;ХВО;283,50;283,50;0,00;по нормативу
2100819091;2026-07;ХВ;252,29;252,29;0,00;перерасчёт
2100819091;2026-07;ХВО;121,10;121,10;0,00;перерасчёт
2100819091;2026-08;ХВ;348,14;348,14;0,00;по нормативу
2100819091;2026-08;ХВО;167,11;167,11;0,00;по нормативу
2100826037;2026-06;ХВ;575,79;575,79;0,00;по нормативу
2100826037;2026-06;ХВО;276,38;276,38;0,00;по нормативу
2100826037;2026-06;ГВ;669,53;669,53;0,00;по нормативу
2100826037;2026-06;ГВО;321,37;321,37;0,00;по нормативу
2100826037;2026-06;Полив;125,16;125,16;0,00;по нормативу
2100826037;2026-07;ХВ;221,52;221,52;0,00;по нормативу
2100826037;2026-07;ХВО;106,33;106,33;0,00;по нормативу
2100826037;2026-07;ГВ;829,78;829,78;0,00;по нормативу
2100826037;2026-07;ГВО;398,29;398,29;0,00;по нормативу
2100826037;2026-07;Полив;231,69;231,69;0,00;по нормативу
2100826037;2026-08;ХВ;279,94;279,94;0,00;перерасчёт
2100826037;2026-08;ХВО;134,37;134,37;0,00;перерасчёт
2100826037;2026-08;ГВ;952,61;952,61;0,00;по нормативу
2100826037;2026-08;ГВО;457,25;457,25;0,00;по нормативу
2100826037;2026-08;Полив;94,84;94,84;0,00;по нормативу
2100829192;2026-06;ХВ;468,26;468,26;0,00;по счётчику
2100829192;2026-06;ХВО;224,76;224,76;0,00;по счётчику
2100829192;2026-07;ХВ;526,47;526,47;0,00;по счётчику
2100829192;2026-07;ХВО;252,71;252,71;0,00;по счётчику
2100829192;2026-08;ХВ;455,67;455,67;0,00;по счётчику
2100829192;2026-08;ХВО;218,72;218,72;0,00;по счётчику
2100837148;2026-06;ХВ;557,27;557,27;0,00;по счётчику
2100837148;2026-06;ХВО;267,49;267,49;0,00;по счётчику
2100837148;2026-07;ХВ;291,29;291,29;0,00;по счётчику
2100837148;2026-07;ХВО;139,82;139,82;0,00;по счётчику
2100837148;2026-08;ХВ;513,73;513,73;0,00;по счётчику
2100837148;2026-08;ХВО;246,59;246,59;0,00;по счётчику
2100839293;2026-06;ХВ;573,25;573,25;0,00;по счётчику
2100839293;2026-06;ХВО;275,16;275,16;0,00;по счётчику
2100839293;2026-07;ХВ;630,47;630,47;0,00;по счётчику
2100839293;2026-07;ХВО;302,63;302,63;0,00;по счётчику
2100839293;2026-08;ХВ;470,87;470,87;0,00;по счётчику
2100839293;2026-08;ХВО;226,02;226,02;0,00;по счётчику
2100848259;2026-06;ХВ;641,51;641,51;0,00;перерасчёт
2100848259;2026-06;ХВО;307,92;307,92;0,00;перерасчёт
2100848259;2026-07;ХВ;461,84;461,84;0,00;по счётчику
2100848259;2026-07;ХВО;221,68;221,68;0,00;по счётчику
2100848259;2026-08;ХВ;642,42;642,42;0,00;по счётчику
2100848259;2026-08;ХВО;308,36;308,36;0,00;по счётчику
2100849394;2026-06;ХВ;577,49;577,49;0,00;по нормативу
2100849394;2026-06;ХВО;277,20;277,20;0,00;по нормативу
2100849394;2026-06;ГВ;647,21;647,21;0,00;по нормативу
2100849394;2026-06;ГВО;310,66;310,66;0,00;по нормативу
2100849394;2026-07;ХВ;238,41;238,41;0,00;по нормативу
2100849394;2026-07;ХВО;114,44;114,44;0,00;по нормативу
2100849394;2026-07;ГВ;328,60;328,60;0,00;по нормативу
2100849394;2026-07;ГВО;157,73;157,73;0,00;по нормативу
2100849394;2026-08;ХВ;300,16;300,16;0,00;по нормативу
2100849394;2026-08;ХВО;144,08;144,08;0,00;по нормативу
2100849394;2026-08;ГВ;483,81;483,81;0,00;по нормативу
2100849394;2026-08;ГВО;232,23;232,23;0,00;по нормативу
2100859360;2026-06;ХВ;216,94;216,94;0,00;по счётчику
2100859360;2026-06;ХВО;104,13;104,13;0,00;по счётчику
2100859360;2026-07;ХВ;354,64;222,26;132,38;по счётчику
2100859360;2026-07;ХВО;170,23;106,68;63,55;по счётчику
2100859360;2026-08;ХВ;210,86;0,00;210,86;по счётчику
2100859360;2026-08;ХВО;101,21;0,00;101,21;по счётчику
2100859495;2026-06;ХВ;267,35;0,00;267,35;по счётчику
2100859495;2026-06;ХВО;128,33;0,00;128,33;по счётчику
2100859495;2026-07;ХВ;447,50;0,00;447,50;по счётчику
2100859495;2026-07;ХВО;214,80;0,00;214,80;по счётчику
2100859495;2026-08;ХВ;362,36;0,00;362,36;по счётчику
2100859495;2026-08;ХВО;173,93;0,00;173,93;по счётчику
2100860471;2026-06;ХВ;257,29;257,29;0,00;по счётчику
2100860471;2026-06;ХВО;123,50;123,50;0,00;по счётчику
2100860471;2026-07;ХВ;406,36;406,36;0,00;по счётчику
2100860471;2026-07;ХВО;195,05;195,05;0,00;по счётчику
2100860471;2026-08;ХВ;551,41;551,41;0,00;по счётчику
2100860471;2026-08;ХВО;264,68;264,68;0,00;по счётчику
2100869596;2026-06;ХВ;244,39;244,39;0,00;по счётчику
2100869596;2026-06;ХВО;117,31;117,31;0,00;по счётчику
2100869596;2026-07;ХВ;248,18;248,18;0,00;по счётчику
2100869596;2026-07;ХВО;119,13;119,13;0,00;по счётчику
2100869596;2026-08;ХВ;286,40;286,40;0,00;по счётчику
2100869596;2026-08;ХВО;137,47;137,47;0,00;по счётчику
2100871582;2026-06;ХВ;286,08;286,08;0,00;по счётчику
2100871582;2026-06;ХВО;137,32;137,32;0,00;по счётчику
2100871582;2026-06;Полив;172,90;172,90;0,00;по нормативу
2100871582;2026-07;ХВ;292,40;292,40;0,00;по счётчику
2100871582;2026-07;ХВО;140,35;140,35;0,00;по счётчику
2100871582;2026-07;Полив;134,99;134,99;0,00;по нормативу
2100871582;2026-08;ХВ;560,67;388,63;172,04;перерасчёт
2100871582;2026-08;ХВО;269,12;186,54;82,58;перерасчёт
2100871582;2026-08;Полив;251,48;174,32;77,16;по нормативу
2100879697;2026-06;ХВ;557,86;557,86;0,00;по счётчику
2100879697;2026-06;ХВО;267,77;267,77;0,00;по счётчику
2100879697;2026-06;Полив;106,63;106,63;0,00;по нормативу
2100879697;2026-07;ХВ;455,09;455,09;0,00;по счётчику
2100879697;2026-07;ХВО;218,44;218,44;0,00;по счётчику
2100879697;2026-07;Полив;187,85;187,85;0,00;по нормативу
2100879697;2026-08;ХВ;343,81;343,81;0,00;по счётчику
2100879697;2026-08;ХВО;165,03;165,03;0,00;по счётчику
2100879697;2026-08;Полив;257,45;257,45;0,00;по нормативу
2100889798;2026-06;ХВ;342,29;342,29;0,00;по счётчику
2100889798;2026-06;ХВО;164,30;164,30;0,00;по счётчику
2100889798;2026-07;ХВ;592,67;592,67;0,00;по счётчику
2100889798;2026-07;ХВО;284,48;284,48;0,00;по счётчику
2100889798;2026-08;ХВ;434,20;124,81;309,39;по счётчику
2100889798;2026-08;ХВО;208,42;59,91;148,51;по счётчику
2100899899;2026-06;ХВ;472,80;472,80;0,00;по счётчику
2100899899;2026-06;ХВО;226,94;226,94;0,00;по счётчику
2100899899;2026-07;ХВ;466,37;466,37;0,00;по счётчику
2100899899;2026-07;ХВО;223,86;223,86;0,00;по счётчику
2100899899;2026-08;ХВ;597,47;597,47;0,00;по счётчику
2100899899;2026-08;ХВО;286,79;286,79;0,00;по счётчику
2100904815;2026-06;ХВ;465,83;465,83;0,00;по счётчику
2100904815;2026-06;ХВО;223,60;223,60;0,00;по счётчику
2100904815;2026-07;ХВ;512,65;512,65;0,00;по счётчику
2100904815;2026-07;ХВО;246,07;246,07;0,00;по счётчику
2100904815;2026-08;ХВ;576,83;576,83;0,00;по счётчику
2100904815;2026-08;ХВО;276,88;276,88;0,00;по счётчику
2100909900;2026-06;ХВ;269,53;269,53;0,00;по счётчику
2100909900;2026-06;ХВО;129,37;129,37;0,00;по счётчику
2100909900;2026-07;ХВ;468,98;468,98;0,00;по счётчику
2100909900;2026-07;ХВО;225,11;225,11;0,00;по счётчику
2100909900;2026-08;ХВ;343,79;343,79;0,00;по счётчику
2100909900;2026-08;ХВО;165,02;165,02;0,00;по счётчику
2100909920;2026-06;ХВ;264,60;264,60;0,00;по нормативу
2100909920;2026-06;ХВО;127,01;127,01;0,00;по нормативу
2100909920;2026-06;ГВ;328,26;328,26;0,00;по нормативу
2100909920;2026-06;ГВО;157,56;157,56;0,00;по нормативу
2100909920;2026-07;ХВ;326,70;326,70;0,00;по нормативу
2100909920;2026-07;ХВО;156,82;156,82;0,00;по нормативу
2100909920;2026-07;ГВ;906,17;906,17;0,00;по нормативу
2100909920;2026-07;ГВО;434,96;434,96;0,00;по нормативу
2100909920;2026-08;ХВ;315,92;315,92;0,00;по нормативу
2100909920;2026-08;ХВО;151,64;151,64;0,00;по нормативу
2100909920;2026-08;ГВ;832,69;832,69;0,00;по нормативу
2100909920;2026-08;ГВО;399,69;399,69;0,00;по нормативу
2100910001;2026-06;ХВ;197,76;197,76;0,00;по нормативу
2100910001;2026-06;ХВО;94,92;94,92;0,00;по нормативу
2100910001;2026-07;ХВ;187,03;187,03;0,00;по нормативу
2100910001;2026-07;ХВО;89,77;89,77;0,00;по нормативу
2100910001;2026-08;ХВ;473,76;473,76;0,00;по нормативу
2100910001;2026-08;ХВО;227,40;227,40;0,00;по нормативу
2100915926;2026-06;ХВ;515,43;515,43;0,00;по счётчику
2100915926;2026-06;ХВО;247,41;247,41;0,00;по счётчику
2100915926;2026-07;ХВ;613,17;613,17;0,00;по счётчику
2100915926;2026-07;ХВО;294,32;294,32;0,00;по счётчику
2100915926;2026-08;ХВ;640,28;640,28;0,00;по счётчику
2100915926;2026-08;ХВО;307,33;307,33;0,00;по счётчику
2100926037;2026-06;ХВ;307,83;307,83;0,00;по нормативу
2100926037;2026-06;ХВО;147,76;147,76;0,00;по нормативу
2100926037;2026-06;ГВ;597,47;597,47;0,00;по нормативу
2100926037;2026-06;ГВО;286,79;286,79;0,00;по нормативу
2100926037;2026-07;ХВ;281,85;281,85;0,00;по нормативу
2100926037;2026-07;ХВО;135,29;135,29;0,00;по нормативу
2100926037;2026-07;ГВ;732,30;732,30;0,00;по нормативу
2100926037;2026-07;ГВО;351,50;351,50;0,00;по нормативу
2100926037;2026-08;ХВ;644,51;70,25;574,26;по нормативу
2100926037;2026-08;ХВО;309,36;33,72;275,64;по нормативу
2100926037;2026-08;ГВ;730,89;79,67;651,22;по нормативу
2100926037;2026-08;ГВО;350,83;38,25;312,58;по нормативу
2100930203;2026-06;ХВ;326,51;326,51;0,00;по счётчику
2100930203;2026-06;ХВО;156,72;156,72;0,00;по счётчику
2100930203;2026-06;Полив;234,92;234,92;0,00;по нормативу
2100930203;2026-07;ХВ;189,57;189,57;0,00;по счётчику
2100930203;2026-07;ХВО;90,99;90,99;0,00;по счётчику
2100930203;2026-07;Полив;180,59;180,59;0,00;по нормативу
2100930203;2026-08;ХВ;444,24;444,24;0,00;по счётчику
2100930203;2026-08;ХВО;213,24;213,24;0,00;по счётчику
2100930203;2026-08;Полив;257,02;257,02;0,00;по нормативу
2100937148;2026-06;ХВ;248,36;248,36;0,00;по счётчику
2100937148;2026-06;ХВО;119,21;119,21;0,00;по счётчику
2100937148;2026-07;ХВ;378,59;378,59;0,00;по счётчику
2100937148;2026-07;ХВО;181,72;181,72;0,00;по счётчику
2100937148;2026-08;ХВ;550,06;550,06;0,00;по счётчику
2100937148;2026-08;ХВО;264,03;264,03;0,00;по счётчику
2100940304;2026-06;ХВ;304,92;304,92;0,00;по нормативу
2100940304;2026-06;ХВО;146,36;146,36;0,00;по нормативу
2100940304;2026-06;ГВ;854,78;854,78;0,00;по нормативу
2100940304;2026-06;ГВО;410,29;410,29;0,00;по нормативу
2100940304;2026-07;ХВ;214,65;214,65;0,00;по нормативу
2100940304;2026-07;ХВО;103,03;103,03;0,00;по нормативу
2100940304;2026-07;ГВ;864,45;864,45;0,00;по нормативу
2100940304;2026-07;ГВО;414,94;414,94;0,00;по нормативу
2100940304;2026-08;ХВ;622,72;622,72;0,00;по нормативу
2100940304;2026-08;ХВО;298,91;298,91;0,00;по нормативу
2100940304;2026-08;ГВ;605,79;605,79;0,00;по нормативу
2100940304;2026-08;ГВО;290,78;290,78;0,00;по нормативу
2100948259;2026-06;ХВ;245,34;245,34;0,00;по счётчику
2100948259;2026-06;ХВО;117,76;117,76;0,00;по счётчику
2100948259;2026-07;ХВ;233,25;233,25;0,00;по счётчику
2100948259;2026-07;ХВО;111,96;111,96;0,00;по счётчику
2100948259;2026-08;ХВ;338,55;338,55;0,00;по счётчику
